timestamp,ETH_Price,RSI,MACD_Hist,Transaction_Cost_USD,Price_Change_Norm
2024-10-13 19:44:07.453977,3054.907129695157,50.0,0.0,0.16081820408478073,0.0
2024-10-13 20:44:07.453977,3066.0192505879772,50.0,0.7091495954395214,0.31217970103997517,0.0036374660246805135
2024-10-13 21:44:07.453977,3024.312497161856,50.0,-1.546787834705974,0.21218745338780007,-0.013602900052934519
2024-10-13 22:44:07.453977,2979.0072929796706,50.0,-5.769043679614464,0.3770425303012116,-0.014980331637256872
2024-10-13 23:44:07.453977,2928.3452564682525,50.0,-11.331123891852798,0.33466691708035434,-0.017006348601699695
2024-10-14 00:44:07.453977,2897.683772658696,50.0,-16.139192153299224,0.32302502027237157,-0.010470583597282479
2024-10-14 01:44:07.453977,2954.526695571807,50.0,-14.60150215407606,0.2686031736374275,0.019616675721987553
2024-10-14 02:44:07.453977,3019.6928388514375,50.0,-8.602573809283012,0.2860770809588655,0.022056373150156405
2024-10-14 03:44:07.453977,3028.8528817574856,50.0,-3.6764729141759354,0.35676115186947077,0.0030334353177232654
2024-10-14 04:44:07.453977,2953.2044018732736,50.0,-5.084936200183407,0.3467410200365415,-0.02497595057846358
2024-10-14 05:44:07.453977,3029.1958185709245,50.0,-0.7010540816007165,0.3244072499260915,0.0257318513576128
2024-10-14 06:44:07.453977,2989.10674666193,50.0,-0.32284017810547994,0.37962830928283275,-0.013234229250952523
2024-10-14 07:44:07.453977,3014.0855960775393,50.0,1.6780904395493046,0.30390071420585574,0.008356626755971153
2024-10-14 08:44:07.453977,3002.3222137625094,47.889168945850415,2.2425882669832937,0.30989341141114896,-0.003902803002787447
2024-10-14 09:44:07.453977,3043.1042131329914,53.61037702469137,5.225378132218729,0.22096241003336675,0.013583485204732293
2024-10-14 10:44:07.453977,3026.317301213808,51.12233666233447,5.881720702302433,0.49343630271771943,-0.005516377601114231
2024-10-14 11:44:07.453977,2923.8472997026497,39.17168837500642,-0.4360156211894015,0.4595099663420519,-0.03385963575929707
2024-10-14 12:44:07.453977,3083.5844600975747,56.31534841276657,5.940658969731725,0.13468673454471514,0.05463252489662174
2024-10-14 13:44:07.453977,2994.6584261970697,48.175253974389186,4.057024470352426,0.13269430600635995,-0.02883852706200596
2024-10-14 14:44:07.453977,2989.623419138553,47.75436112141507,2.439214063869265,0.4345436447884625,-0.0016813293344145608
2024-10-14 15:44:07.453977,2946.8730292788327,44.221657268963945,-1.339641738857603,0.31721045576606777,-0.014299590238036952
2024-10-14 16:44:07.453977,3042.7770485371952,52.678927109430376,2.576748718338063,0.12488511333486896,0.03254433370745957
2024-10-14 17:44:07.453977,3054.837905879724,53.63110347479618,5.754519138158216,0.4628362401401809,0.0039637663720144545
2024-10-14 18:44:07.453977,3050.1097361457514,53.179345978281596,7.218200652646181,0.42232769218235344,-0.0015477645229137194
2024-10-14 19:44:07.453977,3063.973285523706,54.39243202572981,8.700824185782249,0.3877904742249699,0.004545262491268076
2024-10-14 20:44:07.453977,3050.687015425857,52.975838355959915,8.365129643380154,0.4172108925047856,-0.004336287839264874
2024-10-14 21:44:07.453977,2975.8121928337177,45.745298883859334,2.9578428598817004,0.4151024787120702,-0.024543593693333143
2024-10-14 22:44:07.453977,3023.146564150224,50.3581196173746,2.4476029511436703,0.3097140305437093,0.015906370513063983
2024-10-14 23:44:07.453977,3062.7603049285194,53.89130147002103,4.53519358471663,0.3137744943773022,0.013103480078687557
2024-10-15 00:44:07.453977,2955.905054808878,44.658093121643994,-1.2160263211145832,0.24866465654953834,-0.034888544803095556
2024-10-15 01:44:07.453977,2971.3628809478932,46.096843328778455,-3.770466008002154,0.14078549915214347,0.005229473157084996
2024-10-15 02:44:07.453977,2991.278456384634,47.9735007830525,-3.8942410353975174,0.39382751254377946,0.00670250529292038
2024-10-15 03:44:07.453977,2885.1514688404714,39.98468895177237,-10.522900200546442,0.36998551879665,-0.03547880583221641
2024-10-15 04:44:07.453977,2954.7691594242297,46.3018059355758,-9.641610851283414,0.3035454440879891,0.024129648420759375
2024-10-15 05:44:07.453977,3006.513681191234,50.47448787153147,-5.218078606492687,0.17363257472577778,0.017512204498941975
2024-10-15 06:44:07.453977,3087.086023498382,56.18394911164619,3.04539120723319,0.4977402681808776,0.02679926015677525
2024-10-15 07:44:07.453977,3081.5322016660234,55.707223695682075,7.7791631033019675,0.251061332689433,-0.0017990499098774482
2024-10-15 08:44:07.453977,3031.721365980074,51.48758618586902,7.210327063259353,0.49544487729468867,-0.016164308021515805
2024-10-15 09:44:07.453977,2936.5599838056405,44.54551295884159,0.4371386989988508,0.3948325356067198,-0.031388564675590036
2024-10-15 10:44:07.453977,3020.0030011695753,50.8086170930915,1.5273634209905937,0.43086405722679566,0.028415226599865617
2024-10-15 11:44:07.453977,2959.452948820538,46.687955038926496,-1.7037107408251266,0.3316844768422528,-0.02004966628363869
2024-10-15 12:44:07.453977,2997.8900907949164,49.4884913757221,-1.152898487891136,0.3654610007114987,0.012987921294608462
2024-10-15 13:44:07.453977,2940.178350048628,45.614023849904385,-4.393916971031047,0.4234462076133826,-0.01925078605232844
2024-10-15 14:44:07.453977,3003.320503430099,50.207211194422484,-2.1190541430816205,0.3097636049162845,0.021475620137270557
2024-10-15 15:44:07.453977,2990.5117306402226,49.29766163523183,-1.3483767582050126,0.2419018570526144,-0.004264870424334544
2024-10-15 16:44:07.453977,3062.2460799907153,54.291780742767315,3.837523920099689,0.39426200950928325,0.023987315821408117
2024-10-15 17:44:07.453977,2956.7114943951865,46.96289287690845,0.19731174981872446,0.14986084627070906,-0.03446313027718817
2024-10-15 18:44:07.453977,3007.202616392185,50.41184255336262,1.172635414059199,0.41824655686943335,0.017076783478100932
2024-10-15 19:44:07.453977,3012.3557825969574,50.76375591582681,2.0937243492266235,0.2681282784610858,0.0017136079147719308
2024-10-15 20:44:07.453977,2877.306013626393,42.292862039573286,-6.0196608016741,0.13197242007848528,-0.044831945067968615
2024-10-15 21:44:07.453977,3004.89561706495,50.66830288200143,-2.5956110282230433,0.3583316259290381,0.04434342500739086
2024-10-15 22:44:07.453977,3006.0109229188615,50.73561210983098,-0.18499319080572985,0.2014806704005535,0.00037116292745009716
2024-10-15 23:44:07.453977,3009.424590099974,50.95618122930139,1.611154259563203,0.26533206458138886,0.0011356136982356713
2024-10-16 00:44:07.453977,2941.3548559758733,46.48669268567576,-1.637569261240733,0.24036228344371266,-0.02261885356690041
2024-10-16 01:44:07.453977,2970.3664554159077,48.55770917555379,-1.6787804562032687,0.3982665625168992,0.009863345587524774
2024-10-16 02:44:07.453977,2936.8713991428217,46.32843680562728,-3.692627166654777,0.24716177395156974,-0.01127640537820307
2024-10-16 03:44:07.453977,2877.955739962185,42.62186745239686,-8.451181675770183,0.22409572491272356,-0.02006068743692091
2024-10-16 04:44:07.453977,2958.213979148789,48.649077208900216,-5.77959955802382,0.41258192868175414,0.027887238873124165
2024-10-16 05:44:07.453977,2981.24584936285,50.263687586177504,-2.229880797529564,0.288031876971357,0.007785735033504437
2024-10-16 06:44:07.453977,3103.7709716814174,57.85543405084801,8.038664139575356,0.11934177394864696,0.04109863074350395
2024-10-16 07:44:07.453977,3008.020281714199,51.269348563598875,8.031970915707323,0.18908339470100122,-0.030849792346420157
2024-10-16 08:44:07.453977,3077.514136544827,55.25093667142723,12.11252266803374,0.47554784754774615,0.02310285447644156
2024-10-16 09:44:07.453977,2981.0292222553253,49.23595663781935,7.920986944846283,0.2101543847367503,-0.0313515746828793
2024-10-16 10:44:07.453977,3071.40332942152,54.2590266848361,10.671246958825128,0.10022726580161878,0.030316411020560707
2024-10-16 11:44:07.453977,3038.697272107903,52.24427917976936,9.749306391620124,0.48677808471588335,-0.010648571289976871
2024-10-16 12:44:07.453977,2913.482510096851,45.30787565973812,0.6481212325071857,0.3088034585131598,-0.041206724723911736
2024-10-16 13:44:07.453977,3004.666252548046,50.46550268007657,0.7060129955488539,0.21144165905644163,0.03129716486548051
2024-10-16 14:44:07.453977,3016.230780761345,51.09540040223819,1.4188805566212466,0.22118356860045282,0.0038488561594793858
2024-10-16 15:44:07.453977,3020.5230393045786,51.34271672004032,2.0375713866057366,0.3461600886151409,0.0014230537565662615
2024-10-16 16:44:07.453977,2913.533736654678,45.205972188072145,-4.541572028271421,0.34248782452048643,-0.03542078681662142
2024-10-16 17:44:07.453977,3083.2018056574775,54.49486675418976,2.378689364849444,0.4361229642038079,0.05823446176999236
2024-10-16 18:44:07.453977,2998.0357304490653,49.920210988844595,1.129003368519677,0.18366928488904855,-0.02762260811217021
2024-10-16 19:44:07.453977,2988.4674172441732,49.41828014473202,-0.35403743454032766,0.2943555895972437,-0.0031915274083337275
2024-10-16 20:44:07.453977,3024.1720976369907,51.382693233615676,0.9844265482453376,0.10684716672227462,0.011947488597932487
2024-10-16 21:44:07.453977,3011.1616115458623,50.611363066134814,0.9100587507572637,0.17370282760090197,-0.0043021645829264266
2024-10-16 22:44:07.453977,2983.6843130611137,48.940439774368755,-0.9712585305035377,0.32323818202706933,-0.009125149038627156
2024-10-16 23:44:07.453977,2987.0052897715896,49.1589137850947,-1.9188273139219896,0.2372148352980033,0.0011130456047037107
2024-10-17 00:44:07.453977,2947.6440916886822,46.61314876376965,-4.950970793580867,0.20833484334865662,-0.013177478532660158
2024-10-17 01:44:07.453977,2986.225758386749,49.380300406113136,-4.145319530842632,0.38656271408282394,0.013088984116791158
2024-10-17 02:44:07.453977,2919.4206466135597,45.02822077769998,-7.692536422060167,0.27888828797659604,-0.022371085503354426
2024-10-17 03:44:07.453977,3053.0805940540963,53.801250487393396,-0.9713511695358039,0.3629536807661683,0.04578303835577047
2024-10-17 04:44:07.453977,3047.6235346927515,53.42635738771216,2.9576255119060564,0.4652680851054163,-0.0017873944670745434
2024-10-17 05:44:07.453977,2900.4108365716843,44.43179198688493,-4.12271822033788,0.19087608325598154,-0.048304095451838225
2024-10-17 06:44:07.453977,2986.055171494579,49.733781735358015,-2.8625390226010325,0.43508701543316597,0.029528346068423694
2024-10-17 07:44:07.453977,3028.633008925443,52.17676816989397,0.8173787356882669,0.2554312506667443,0.014258891743635482
2024-10-17 08:44:07.453977,2913.5583905742747,45.71066004813335,-4.241840018663355,0.2801817781327923,-0.03799556367907275
2024-10-17 09:44:07.453977,3059.3979792475884,53.56472331736085,2.1472355337155578,0.35533521944871094,0.050055488554862304
2024-10-17 10:44:07.453977,2848.9142481216854,43.73138739002134,-7.367661548128991,0.26335485804938863,-0.06879906849440631
2024-10-17 11:44:07.453977,3041.9756052511884,52.36865472876025,-0.5819767697564755,0.19209753616300743,0.0677666438211646
2024-10-17 12:44:07.453977,3018.4048511795195,51.33263852515315,2.241251312990964,0.33091774700034216,-0.007748502003428359
2024-10-17 13:44:07.453977,3028.911714460165,51.790476964907135,4.602535685997858,0.27000797719224356,0.0034809324125422147
2024-10-17 14:44:07.453977,2990.2856038829495,49.930808066656724,3.4044585445576625,0.12594813760567367,-0.012752471586680025
2024-10-17 15:44:07.453977,3107.4122817054454,55.18567914334678,9.970267384717959,0.3583725074303753,0.03916906053067448
2024-10-17 16:44:07.453977,2971.095955035482,48.77028283157501,4.8612742840081085,0.16739087932637378,-0.043868117363283665
2024-10-17 17:44:07.453977,2925.2365741675294,46.799218951460645,-1.5357655044529641,0.14877404442301845,-0.01543517327006183
2024-10-17 18:44:07.453977,3014.2518376880266,50.94362110715523,0.20610042647981874,0.2739185712187987,0.03043010753611597
2024-10-17 19:44:07.453977,2952.536728302383,48.14339987627554,-2.6617667146706276,0.24421614750212958,-0.020474437010870372
2024-10-17 20:44:07.453977,2995.3739369157793,50.19000190854412,-1.5902355193847888,0.15070487949805048,0.014508611595841714
2024-10-17 21:44:07.453977,2972.3361778115654,49.068409414037966,-2.306099276908922,0.10664507401828836,-0.007691112892547536
2024-10-17 22:44:07.453977,3026.814243050457,51.81082638034988,0.8473940830239841,0.4539678621164812,0.018328365965320392
2024-10-17 23:44:07.453977,2939.2038672713165,47.391414580771254,-2.8088695543443816,0.10921692832202723,-0.02894474808961056
2024-10-18 00:44:07.453977,2975.9390570989626,49.342598849512235,-2.599844084142852,0.2276924575775453,0.012498346996852039
2024-10-18 01:44:07.453977,3000.2731687130017,50.64835237941869,-0.7645700148079129,0.14850038968712012,0.008176952265198878
2024-10-18 02:44:07.453977,2972.049998240484,49.06857202413604,-1.3585432782166524,0.1299314959980778,-0.009406866936927716
2024-10-18 03:44:07.453977,2990.3728617299125,50.155549218566904,-0.4704291051207363,0.4809047143992109,0.006165058966126402
2024-10-18 04:44:07.453977,2992.3408498336034,50.27829156698971,0.2574146118196894,0.4199546634019625,0.0006581079332537154
2024-10-18 05:44:07.453977,3013.4948412810622,51.6563622056689,2.0704683528774286,0.36158044702053016,0.0070693789608342605
